rfq_id,product_type,underlyings,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months
RFQ-008671,Kessel Run Snowball,POBK|DRC,worst_of,1.0,0.6449,4,6M,0.4347,5000000,Kamino Cloning Trust,TRD-036,2020-09-01,True,2020-09-05,2023-09-12,24.77
RFQ-008672,Wretched Hive Digital,CLNE|JEDI,worst_of,1.291,0.6,0,1M,0.1255,1000000,Alderaan Wealth Partners,TRD-001,2016-06-28,True,2016-06-28,2025-12-08,97.49
RFQ-008673,Mandalorian Twin-Win,DRC,single,1.3272,0.8158,0,3 months,0.2762,250000,Kamino Cloning Trust,TRD-031,2021-09-09,True,2021-09-13,2025-05-29,29.65
RFQ-008674,Death Star Phoenix Note,HTTX|MNDO,worst_of,1.0316,0.6604,0,1M,0.4922,2000000,Banco de Coruscant,TRD-010,2017-02-27,True,2017-03-04,2019-08-20,24.28
RFQ-008675,Kessel Run Snowball,NABO|TECH,worst_of,1.0,0.5688,5,M,0.186,500000,Nal Hutta Traders,TRD-011,2016-04-20,True,2016-04-25,2019-06-11,18.71
RFQ-008676,Kessel Run Snowball,DRC|JEDI,worst_of,1.0,0.6293,5,1D,0.2296,5000000,Alderaan Wealth Partners,TRD-034,2022-05-20,True,2022-05-24,2025-07-22,18.8
RFQ-008677,Death Star Phoenix Note,DRC|CORL,worst_of,1.021,0.6851,3,2M,0.2556,250000,Nal Hutta Traders,TRD-016,2018-07-04,False,2018-07-04,2023-06-29,
RFQ-008678,Kessel Run Snowball,JEDI|BSKR,worst_of,1.0,0.5166,6,3M,0.1881,500000,Jabba Asset Management,TRD-027,2016-09-01,False,2016-09-01,2025-07-19,
RFQ-008679,Kessel Run Snowball,POBK|CLNE,worst_of,1.0,0.5064,5,1M,0.2717,100000,Corellian Capital,TRD-014,2022-11-25,True,2022-11-25,2030-08-26,38.63
RFQ-008680,Kessel Run Snowball,REBL|CLNE,worst_of,1.0,0.6452,5,Q,0.1439,500000,Chandrila Sovereign Fund,TRD-005,2020-08-17,True,2020-08-20,2022-08-26,11.26
RFQ-008681,Sith Eternal Snowball,BSKR|CLNE|DRC,worst_of,1.0,0.6357,4,Q,0.2643,100000,Jabba Asset Management,TRD-017,2019-05-08,True,2019-05-10,2028-05-27,64.48
RFQ-008682,Death Star Phoenix Note,CLNE|CORL,worst_of,0.9757,0.6521,3,1M,0.2481,250000,First Order Financial,TRD-004,2018-03-12,False,2018-03-12,2020-11-17,
RFQ-008683,Kessel Run Snowball,CLNE|MNDO,worst_of,1.0,0.5381,3,1 month,0.2388,1000000,Jabba Asset Management,TRD-039,2018-10-05,True,2018-10-05,2028-01-07,32.7
RFQ-008684,Mandalorian Twin-Win,NABO,single,1.3585,0.7639,0,1D,0.1257,500000,First Order Financial,TRD-032,2024-05-29,True,2024-05-30,2032-01-16,49.48
RFQ-008685,Wretched Hive Digital,HTTX|BSKR,worst_of,1.3566,0.6,0,3M,0.365,100000,Nal Hutta Traders,TRD-019,2023-12-25,False,2023-12-25,2028-10-26,
RFQ-008686,Death Star Phoenix Note,DRC|SITH,worst_of,0.994,0.5817,3,6M,0.2895,500000,Jabba Asset Management,TRD-029,2021-04-02,True,2021-04-07,2030-09-03,54.7
RFQ-008687,Sith Eternal Snowball,MNDO|TECH|KYBR,worst_of,1.0,0.562,0,3M,0.3388,250000,Alderaan Wealth Partners,TRD-020,2020-02-21,True,2020-02-22,2023-11-18,30.33
RFQ-008688,Sith Eternal Snowball,SITH|TECH|POBK,worst_of,1.0,0.5741,3,1M,0.3794,100000,Chandrila Sovereign Fund,TRD-029,2018-10-12,True,2018-10-13,2026-09-12,68.37
RFQ-008689,Holocron Reverse Convertible,SITH,single,1.2494,0.7086,0,3M,0.2688,2000000,Nal Hutta Traders,TRD-014,2019-03-05,True,2019-03-05,2025-12-28,38.62
RFQ-008690,Wretched Hive Digital,SITH|BSKR,worst_of,1.3453,0.6,0,Q,0.3164,250000,Corellian Capital,TRD-019,2018-02-12,True,2018-02-16,2027-05-14,88.23
RFQ-008691,Kessel Run Snowball,TECH|SITH,worst_of,1.0,0.6331,4,1M,0.2697,100000,Jabba Asset Management,TRD-029,2022-07-07,True,2022-07-07,2024-09-23,18.29
RFQ-008692,Kessel Run Snowball,KYBR|MNDO,worst_of,1.0,0.5056,3,3M,0.2427,5000000,Kamino Cloning Trust,TRD-014,2020-01-06,True,2020-01-06,2025-10-19,43.06
RFQ-008693,Holocron Reverse Convertible,BSKR,single,1.2504,0.7168,0,1M,0.3245,1000000,Chandrila Sovereign Fund,TRD-018,2017-06-06,False,2017-06-06,2021-05-02,
RFQ-008694,Kessel Run Snowball,NABO|CORL,worst_of,1.0,0.6392,3,6M,0.1951,500000,Alderaan Wealth Partners,TRD-022,2017-08-14,True,2017-08-17,2022-10-08,41.69
RFQ-008695,Holocron Reverse Convertible,JEDI,single,1.2396,0.7567,0,1M,0.1605,100000,Jabba Asset Management,TRD-010,2022-01-06,True,2022-01-08,2027-05-10,52.75
RFQ-008696,Wretched Hive Digital,WOOK|HTTX,worst_of,1.1697,0.6,0,1M,0.4334,100000,First Order Financial,TRD-009,2021-04-14,True,2021-04-14,2028-02-27,80.17
RFQ-008697,Wretched Hive Digital,KYBR|DRC,worst_of,1.3399,0.6,0,1M,0.2672,100000,Nal Hutta Traders,TRD-035,2021-11-29,True,2021-11-29,2031-02-11,77.6
RFQ-008698,Holocron Reverse Convertible,CLNE,single,1.179,0.8237,0,6M,0.1564,100000,Alderaan Wealth Partners,TRD-025,2018-10-11,False,2018-10-11,2028-09-30,
RFQ-008699,Death Star Phoenix Note,SITH|POBK,worst_of,0.9658,0.6566,2,6M,0.3603,500000,First Order Financial,TRD-036,2022-05-05,False,2022-05-05,2029-03-08,
RFQ-008700,Sith Eternal Snowball,JEDI|NABO|SITH,worst_of,1.0,0.5531,0,2M,0.1909,500000,Alderaan Wealth Partners,TRD-037,2021-11-29,True,2021-12-03,2024-04-28,19.26
RFQ-008701,Mandalorian Twin-Win,HTTX,single,1.297,0.7596,0,1M,0.4952,100000,Alderaan Wealth Partners,TRD-016,2020-04-16,False,2020-04-16,2029-10-18,
RFQ-008702,Sith Eternal Snowball,WOOK|KYBR|SITH,worst_of,1.0,0.6487,4,1Y,0.2246,250000,First Order Financial,TRD-008,2023-12-26,True,2023-12-31,2028-06-18,49.42
RFQ-008703,Sith Eternal Snowball,CORL|POBK|CLNE,worst_of,1.0,0.6146,5,3M,0.2682,100000,Nal Hutta Traders,TRD-017,2021-10-13,False,2021-10-13,2025-06-05,
RFQ-008704,Wretched Hive Digital,KYBR|CLNE,worst_of,1.1801,0.6,0,2M,0.2037,100000,Chandrila Sovereign Fund,TRD-003,2021-03-10,True,2021-03-15,2029-12-18,81.26
RFQ-008705,Mandalorian Twin-Win,TECH,single,1.332,0.8219,0,3M,0.2893,500000,Kamino Cloning Trust,TRD-023,2020-02-04,True,2020-02-09,2029-01-27,16.14
RFQ-008706,Sith Eternal Snowball,WOOK|JEDI|HTTX,worst_of,1.0,0.6443,3,3M,0.3003,100000,Jabba Asset Management,TRD-035,2017-04-18,True,2017-04-19,2025-09-08,89.0
RFQ-008707,Death Star Phoenix Note,CLNE|HTTX,worst_of,1.0313,0.5562,0,3M,0.3266,500000,Jabba Asset Management,TRD-026,2016-10-03,False,2016-10-03,2024-08-28,
RFQ-008708,Kessel Run Snowball,HTTX|DRC,worst_of,1.0,0.5833,6,1M,0.4469,100000,Corellian Capital,TRD-026,2017-11-13,False,2017-11-13,2021-10-31,
RFQ-008709,Kessel Run Snowball,HTTX|NABO,worst_of,1.0,0.594,4,3M,0.274,500000,Nal Hutta Traders,TRD-038,2019-12-04,False,2019-12-04,2028-10-22,
RFQ-008710,Kessel Run Snowball,NABO|WOOK,worst_of,1.0,0.6102,4,6M,0.2089,100000,Alderaan Wealth Partners,TRD-034,2017-06-08,True,2017-06-12,2023-01-07,42.54
RFQ-008711,Sith Eternal Snowball,HTTX|SITH|TECH,worst_of,1.0,0.5966,2,1M,0.3176,250000,Corellian Capital,TRD-009,2017-10-12,True,2017-10-14,2022-05-02,45.45
RFQ-008712,Sith Eternal Snowball,JEDI|POBK|NABO,worst_of,1.0,0.5622,4,6M,0.2131,1000000,Alderaan Wealth Partners,TRD-026,2019-10-28,False,2019-10-28,2025-07-20,
RFQ-008713,Death Star Phoenix Note,HTTX|POBK,worst_of,0.9849,0.5726,2,6M,0.5021,1000000,Nal Hutta Traders,TRD-036,2022-02-22,False,2022-02-22,2030-11-24,
RFQ-008714,Mandalorian Twin-Win,KYBR,single,1.2934,0.8206,0,1 month,0.2482,2000000,Nal Hutta Traders,TRD-008,2016-04-13,True,2016-04-15,2022-05-26,42.08
RFQ-008715,Sith Eternal Snowball,BSKR|TECH|JEDI,worst_of,1.0,0.6225,2,Quarterly,0.2504,1000000,Chandrila Sovereign Fund,TRD-013,2017-02-09,True,2017-02-14,2026-10-22,66.95
RFQ-008716,Mandalorian Twin-Win,POBK,single,1.358,0.8219,0,1M,0.4755,500000,Jabba Asset Management,TRD-031,2016-08-31,True,2016-09-01,2023-05-27,19.99
RFQ-008717,Kessel Run Snowball,SITH|KYBR,worst_of,1.0,0.5482,5,1M,0.2751,100000,Jabba Asset Management,TRD-022,2019-10-22,True,2019-10-26,2029-02-10,37.97
RFQ-008718,Kessel Run Snowball,JEDI|WOOK,worst_of,1.0,0.538,6,Quarterly,0.2156,1000000,First Order Financial,TRD-010,2017-05-22,True,2017-05-22,2026-05-25,50.92
RFQ-008719,Wretched Hive Digital,KYBR|BSKR,worst_of,1.2176,0.6,0,1 month,0.3061,1000000,Alderaan Wealth Partners,TRD-026,2017-02-13,True,2017-02-16,2026-05-27,82.46
RFQ-008720,Wretched Hive Digital,BSKR|WOOK,worst_of,1.252,0.6,0,3M,0.2558,500000,Chandrila Sovereign Fund,TRD-035,2016-07-14,False,2016-07-14,2023-02-23,
RFQ-008721,Kessel Run Snowball,BSKR|TECH,worst_of,1.0,0.5012,5,1 month,0.3126,250000,Kamino Cloning Trust,TRD-010,2019-08-27,False,2019-08-27,2022-05-04,
RFQ-008722,Wretched Hive Digital,CLNE|HTTX,worst_of,1.3849,0.6,0,1 month,0.3335,100000,Jabba Asset Management,TRD-013,2016-11-11,True,2016-11-14,2021-06-28,57.32
RFQ-008723,Death Star Phoenix Note,NABO|HTTX,worst_of,1.0048,0.6302,2,6M,0.3484,500000,Banco de Coruscant,TRD-031,2020-03-13,True,2020-03-16,2024-07-17,42.97
RFQ-008724,Holocron Reverse Convertible,CLNE,single,1.1805,0.7022,0,mensual,0.1608,1000000,Alderaan Wealth Partners,TRD-024,2022-01-03,False,2022-01-03,2030-04-29,
RFQ-008725,Death Star Phoenix Note,MNDO|JEDI,worst_of,0.984,0.6179,0,3M,0.2337,100000,First Order Financial,TRD-033,2018-08-09,False,2018-08-09,2024-06-25,
RFQ-008726,Wretched Hive Digital,BSKR|CORL,worst_of,1.2274,0.6,0,2M,0.2614,100000,Jabba Asset Management,TRD-001,2020-12-25,True,2020-12-26,2024-02-17,35.99
RFQ-008727,Wretched Hive Digital,CLNE|KYBR,worst_of,1.2681,0.6,0,3 months,0.1896,5000000,Alderaan Wealth Partners,TRD-019,2020-12-24,False,2020-12-24,2023-02-27,
RFQ-008728,Holocron Reverse Convertible,REBL,single,1.1712,0.8358,0,3M,0.176,100000,Banco de Coruscant,TRD-027,2019-09-27,False,2019-09-27,2024-09-01,
RFQ-008729,Wretched Hive Digital,TECH|JEDI,worst_of,1.3037,0.6,0,1M,0.2223,250000,Chandrila Sovereign Fund,TRD-018,2016-11-22,True,2016-11-22,2024-03-29,83.0
RFQ-008730,Kessel Run Snowball,CORL|HTTX,worst_of,1.0,0.5368,3,3M,0.3597,500000,Kamino Cloning Trust,TRD-027,2023-02-09,False,2023-02-09,2027-07-04,
RFQ-008731,Kessel Run Snowball,MNDO|BSKR,worst_of,1.0,0.624,6,1M,0.3157,100000,Alderaan Wealth Partners,TRD-019,2018-10-18,False,2018-10-18,2021-02-24,
RFQ-008732,Sith Eternal Snowball,CORL|KYBR|WOOK,worst_of,1.0,0.6499,6,6M,0.2269,1000000,Jabba Asset Management,TRD-021,2020-02-07,False,2020-02-07,2022-12-08,
RFQ-008733,Holocron Reverse Convertible,BSKR,single,1.3226,0.7563,0,1M,0.2935,250000,Kamino Cloning Trust,TRD-020,2022-04-29,True,2022-05-02,2025-07-12,26.09
RFQ-008734,Death Star Phoenix Note,HTTX|NABO,worst_of,1.0255,0.5718,3,1M,0.3181,1000000,Jabba Asset Management,TRD-037,2021-07-15,False,2021-07-15,2030-12-28,
RFQ-008735,Death Star Phoenix Note,NABO|HTTX,worst_of,0.9863,0.6473,3,6M,0.2798,250000,Jabba Asset Management,TRD-006,2020-06-18,True,2020-06-18,2028-12-17,93.99
RFQ-008736,Sith Eternal Snowball,DRC|CORL|JEDI,worst_of,1.0,0.6153,5,1M,0.234,1000000,Jabba Asset Management,TRD-028,2016-02-01,True,2016-02-06,2022-01-14,42.07
RFQ-008737,Sith Eternal Snowball,CLNE|POBK|DRC,worst_of,1.0,0.5745,0,1D,0.2751,500000,First Order Financial,TRD-018,2019-08-23,False,2019-08-23,2027-12-17,
RFQ-008738,Holocron Reverse Convertible,DRC,single,1.1974,0.8378,0,3M,0.312,2000000,Kamino Cloning Trust,TRD-034,2024-03-29,True,2024-03-29,2031-04-21,13.23
RFQ-008739,Holocron Reverse Convertible,REBL,single,1.3042,0.8485,0,2M,0.211,100000,First Order Financial,TRD-038,2019-09-18,False,2019-09-18,2027-10-09,
RFQ-008740,Wretched Hive Digital,SITH|DRC,worst_of,1.2551,0.6,0,1Y,0.2507,20000000,Chandrila Sovereign Fund,TRD-027,2024-05-01,False,2024-05-01,2031-03-26,
RFQ-008741,Holocron Reverse Convertible,CORL,single,1.3578,0.7939,0,6M,0.2429,250000,Kamino Cloning Trust,TRD-002,2020-01-28,True,2020-01-31,2028-11-23,21.46
RFQ-008742,Mandalorian Twin-Win,TECH,single,1.1872,0.7915,0,3 months,0.3824,500000,Corellian Capital,TRD-027,2016-09-29,False,2016-09-29,2024-04-22,
RFQ-008743,Mandalorian Twin-Win,BSKR,single,1.2653,0.8025,0,6M,0.3464,250000,Corellian Capital,TRD-017,2021-06-28,False,2021-06-28,2027-11-21,
RFQ-008744,Mandalorian Twin-Win,CLNE,single,1.1832,0.7507,0,1M,0.1301,100000,Chandrila Sovereign Fund,TRD-007,2021-01-11,True,2021-01-14,2023-07-26,24.43
RFQ-008745,Sith Eternal Snowball,MNDO|CORL|CLNE,worst_of,1.0,0.6279,6,3M,0.2939,250000,Kamino Cloning Trust,TRD-011,2023-05-10,True,2023-05-15,2025-08-01,24.57
RFQ-008746,Kessel Run Snowball,CORL|SITH,worst_of,1.0,0.5656,4,6M,0.2554,500000,First Order Financial,TRD-012,2016-02-04,False,2016-02-04,2018-07-27,
RFQ-008747,Death Star Phoenix Note,CLNE|TECH,worst_of,0.9995,0.5565,3,1D,0.2116,100000,Alderaan Wealth Partners,TRD-020,2021-06-28,False,2021-06-28,2029-01-27,
RFQ-008748,Death Star Phoenix Note,TECH|NABO,worst_of,0.9584,0.676,2,1M,0.2362,100000,Chandrila Sovereign Fund,TRD-028,2023-06-13,True,2023-06-17,2032-03-13,15.48
RFQ-008749,Wretched Hive Digital,CLNE|CORL,worst_of,1.3882,0.6,0,1M,0.2118,250000,Alderaan Wealth Partners,TRD-013,2016-03-29,False,2016-03-29,2024-02-18,
RFQ-008750,Wretched Hive Digital,WOOK|SITH,worst_of,1.1878,0.6,0,2M,0.2416,250000,Banco de Coruscant,TRD-033,2021-07-09,True,2021-07-09,2029-09-22,67.61
RFQ-008751,Mandalorian Twin-Win,MNDO,single,1.354,0.7867,0,1M,0.3888,100000,Alderaan Wealth Partners,TRD-039,2018-07-12,True,2018-07-16,2026-04-18,9.78
RFQ-008752,Wretched Hive Digital,BSKR|HTTX,worst_of,1.1734,0.6,0,6M,0.3472,500000,Alderaan Wealth Partners,TRD-011,2022-08-09,True,2022-08-10,2027-10-07,63.2
RFQ-008753,Wretched Hive Digital,KYBR|MNDO,worst_of,1.3369,0.6,0,6M,0.2898,250000,Alderaan Wealth Partners,TRD-033,2016-12-15,True,2016-12-15,2026-12-15,97.62
RFQ-008754,Sith Eternal Snowball,WOOK|BSKR|DRC,worst_of,1.0,0.5625,0,1 month,0.2885,100000,Banco de Coruscant,TRD-018,2020-09-11,False,2020-09-11,2023-09-05,
RFQ-008755,Death Star Phoenix Note,HTTX|MNDO,worst_of,0.9707,0.6215,0,1M,0.4888,500000,Jabba Asset Management,TRD-035,2023-05-15,True,2023-05-16,2032-09-16,62.35
RFQ-008756,Holocron Reverse Convertible,NABO,single,1.2632,0.7468,0,1M,0.1086,100000,Jabba Asset Management,TRD-022,2017-04-24,False,2017-04-24,2025-05-04,
RFQ-008757,Sith Eternal Snowball,BSKR|REBL|SITH,worst_of,1.0,0.6149,4,1M,0.2876,100000,Nal Hutta Traders,TRD-019,2018-07-16,False,2018-07-16,2023-11-30,
RFQ-008758,Kessel Run Snowball,POBK|HTTX,worst_of,1.0,0.5989,4,2M,0.3917,250000,Kamino Cloning Trust,TRD-007,2019-05-02,True,2019-05-06,2024-08-14,58.52
RFQ-008759,Kessel Run Snowball,KYBR|BSKR,worst_of,1.0,0.6306,4,Monthly,0.3115,250000,Banco de Coruscant,TRD-022,2017-01-20,True,2017-01-21,2025-08-19,38.51
RFQ-008760,Holocron Reverse Convertible,HTTX,single,1.2,0.791,0,1Y,0.5888,500000,Kamino Cloning Trust,TRD-033,2021-09-29,False,2021-09-29,2027-02-23,
RFQ-008761,Mandalorian Twin-Win,CLNE,single,1.1704,0.8453,0,Quarterly,0.1362,5000000,Chandrila Sovereign Fund,TRD-001,2016-06-03,False,2016-06-03,2023-05-04,
RFQ-008762,Sith Eternal Snowball,SITH|KYBR|REBL,worst_of,1.0,0.5877,5,6M,0.2429,100000,Kamino Cloning Trust,TRD-024,2020-04-28,True,2020-05-02,2024-11-21,38.69
RFQ-008763,Kessel Run Snowball,HTTX|CLNE,worst_of,1.0,0.5472,3,1M,0.3656,500000,Jabba Asset Management,TRD-010,2017-03-16,True,2017-03-17,2020-02-14,29.21
RFQ-008764,Wretched Hive Digital,BSKR|CLNE,worst_of,1.2283,0.6,0,3M,0.1956,2000000,Alderaan Wealth Partners,TRD-021,2020-12-30,True,2020-12-31,2027-06-23,67.45
RFQ-008765,Wretched Hive Digital,JEDI|TECH,worst_of,1.2977,0.6,0,3 months,0.2642,100000,Nal Hutta Traders,TRD-001,2020-03-03,True,2020-03-06,2028-07-20,82.58
RFQ-008766,Death Star Phoenix Note,HTTX|POBK,worst_of,1.0285,0.6341,0,1M,0.432,2000000,Corellian Capital,TRD-032,2020-11-10,True,2020-11-11,2025-09-30,41.23
RFQ-008767,Wretched Hive Digital,POBK|DRC,worst_of,1.3676,0.6,0,1M,0.3589,500000,Alderaan Wealth Partners,TRD-038,2021-07-15,True,2021-07-18,2028-02-02,67.3
RFQ-008768,Death Star Phoenix Note,CLNE|KYBR,worst_of,1.0195,0.6593,1,3M,0.164,250000,Corellian Capital,TRD-010,2018-10-11,True,2018-10-14,2027-05-14,53.27
RFQ-008769,Sith Eternal Snowball,HTTX|NABO|WOOK,worst_of,1.0,0.6043,4,1Y,0.2852,1000000,Corellian Capital,TRD-011,2017-03-27,True,2017-03-27,2026-07-12,115.43
RFQ-008770,Death Star Phoenix Note,DRC|CLNE,worst_of,1.0184,0.679,3,3M,0.2127,100000,Banco de Coruscant,TRD-028,2022-05-10,False,2022-05-10,2026-06-03,
RFQ-008771,Holocron Reverse Convertible,HTTX,single,1.3458,0.7642,0,3M,0.5014,1000000,Banco de Coruscant,TRD-036,2019-11-29,False,2019-11-29,2024-10-16,
RFQ-008772,Kessel Run Snowball,KYBR|CORL,worst_of,1.0,0.5827,5,1M,0.2888,500000,Kamino Cloning Trust,TRD-014,2018-04-12,True,2018-04-14,2021-12-21,25.01
RFQ-008773,Wretched Hive Digital,TECH|POBK,worst_of,1.2845,0.6,0,3M,0.3471,100000,Corellian Capital,TRD-008,2018-04-20,False,2018-04-20,2023-02-23,
RFQ-008774,Wretched Hive Digital,WOOK|JEDI,worst_of,1.2409,0.6,0,M,0.2426,100000,Jabba Asset Management,TRD-029,2018-11-21,False,2018-11-21,2025-05-15,
RFQ-008775,Kessel Run Snowball,POBK|JEDI,worst_of,1.0,0.6053,6,Monthly,0.2528,500000,Kamino Cloning Trust,TRD-017,2018-10-26,False,2018-10-26,2024-12-11,
RFQ-008776,Wretched Hive Digital,CORL|CLNE,worst_of,1.3022,0.6,0,3M,0.238,100000,Jabba Asset Management,TRD-002,2016-03-21,False,2016-03-21,2020-07-31,
RFQ-008777,Wretched Hive Digital,CLNE|BSKR,worst_of,1.3122,0.6,0,6M,0.2395,2000000,Jabba Asset Management,TRD-024,2022-08-26,True,2022-08-29,2030-12-03,88.5
RFQ-008778,Death Star Phoenix Note,BSKR|REBL,worst_of,1.0202,0.6488,2,1M,0.2416,1000000,Chandrila Sovereign Fund,TRD-034,2018-06-04,True,2018-06-04,2024-01-17,21.21
RFQ-008779,Mandalorian Twin-Win,HTTX,single,1.2223,0.7706,0,3M,0.5299,2000000,Corellian Capital,TRD-026,2023-08-24,True,2023-08-25,2030-11-18,6.56
RFQ-008780,Sith Eternal Snowball,KYBR|DRC|MNDO,worst_of,1.0,0.5646,6,M,0.3188,500000,Alderaan Wealth Partners,TRD-012,2018-08-27,True,2018-08-28,2022-07-09,34.18
RFQ-008781,Kessel Run Snowball,HTTX|TECH,worst_of,1.0,0.6376,3,3M,0.4497,2000000,Jabba Asset Management,TRD-007,2017-07-03,False,2017-07-03,2024-08-06,
RFQ-008782,Holocron Reverse Convertible,WOOK,single,1.3908,0.7958,0,1M,0.3171,1000000,Corellian Capital,TRD-022,2016-01-18,True,2016-01-20,2022-06-26,42.49
RFQ-008783,Wretched Hive Digital,HTTX|MNDO,worst_of,1.3546,0.6,0,1Y,0.3992,5000000,Chandrila Sovereign Fund,TRD-017,2018-04-19,False,2018-04-19,2021-08-28,
RFQ-008784,Holocron Reverse Convertible,NABO,single,1.2883,0.7332,0,mensual,0.1224,100000,Nal Hutta Traders,TRD-006,2016-12-05,True,2016-12-05,2025-05-13,68.59
RFQ-008785,Death Star Phoenix Note,WOOK|KYBR,worst_of,1.05,0.6487,1,3M,0.2767,250000,First Order Financial,TRD-006,2023-11-29,False,2023-11-29,2032-07-08,
RFQ-008786,Wretched Hive Digital,CLNE|CORL,worst_of,1.1886,0.6,0,1M,0.197,1000000,Jabba Asset Management,TRD-027,2018-02-12,True,2018-02-17,2026-06-11,76.69
RFQ-008787,Death Star Phoenix Note,REBL|SITH,worst_of,1.0208,0.6891,3,1M,0.1966,100000,Corellian Capital,TRD-016,2020-04-16,False,2020-04-16,2024-05-22,
RFQ-008788,Mandalorian Twin-Win,POBK,single,1.3104,0.8473,0,1D,0.3907,100000,Kamino Cloning Trust,TRD-030,2021-05-12,False,2021-05-12,2028-01-25,
RFQ-008789,Death Star Phoenix Note,POBK|CORL,worst_of,1.0164,0.5926,2,Y,0.4174,5000000,Alderaan Wealth Partners,TRD-036,2016-05-06,False,2016-05-06,2019-04-18,
RFQ-008790,Death Star Phoenix Note,TECH|MNDO,worst_of,1.0378,0.6882,0,M,0.3141,100000,Corellian Capital,TRD-016,2022-12-07,False,2022-12-07,2028-03-07,
RFQ-008791,Kessel Run Snowball,SITH|HTTX,worst_of,1.0,0.567,4,1M,0.4465,1000000,First Order Financial,TRD-007,2020-01-17,False,2020-01-17,2022-12-10,
RFQ-008792,Wretched Hive Digital,NABO|MNDO,worst_of,1.3616,0.6,0,1M,0.2324,100000,Jabba Asset Management,TRD-028,2023-12-01,False,2023-12-01,2033-06-02,
RFQ-008793,Holocron Reverse Convertible,REBL,single,1.2092,0.7715,0,1Y,0.2142,250000,Kamino Cloning Trust,TRD-006,2016-08-11,False,2016-08-11,2024-07-29,
RFQ-008794,Death Star Phoenix Note,POBK|WOOK,worst_of,0.9917,0.6929,3,6M,0.3133,500000,First Order Financial,TRD-023,2016-04-29,False,2016-04-29,2024-04-02,
RFQ-008795,Sith Eternal Snowball,JEDI|TECH|CORL,worst_of,1.0,0.5679,3,1M,0.227,5000000,Kamino Cloning Trust,TRD-025,2018-06-27,True,2018-06-29,2023-04-22,39.48
RFQ-008796,Mandalorian Twin-Win,REBL,single,1.2653,0.8254,0,3M,0.1616,500000,Kamino Cloning Trust,TRD-001,2022-11-14,False,2022-11-14,2030-10-01,
RFQ-008797,Mandalorian Twin-Win,BSKR,single,1.2789,0.7916,0,6M,0.3003,100000,Kamino Cloning Trust,TRD-019,2020-08-27,False,2020-08-27,2023-07-14,
RFQ-008798,Kessel Run Snowball,KYBR|SITH,worst_of,1.0,0.6318,6,2M,0.2083,100000,Corellian Capital,TRD-001,2017-07-05,True,2017-07-08,2022-04-22,29.96
RFQ-008799,Mandalorian Twin-Win,REBL,single,1.2037,0.8108,0,1D,0.1742,500000,Alderaan Wealth Partners,TRD-003,2022-04-20,True,2022-04-23,2028-12-30,5.69
RFQ-008800,Kessel Run Snowball,SITH|TECH,worst_of,1.0,0.5784,6,1Y,0.2804,500000,Banco de Coruscant,TRD-038,2021-06-25,False,2021-06-25,2026-12-25,
RFQ-008801,Death Star Phoenix Note,WOOK|REBL,worst_of,1.0105,0.6115,3,1D,0.2149,100000,Corellian Capital,TRD-027,2024-02-21,False,2024-02-21,2033-01-24,
RFQ-008802,Death Star Phoenix Note,KYBR|MNDO,worst_of,0.9721,0.5746,2,1 month,0.3161,250000,Kamino Cloning Trust,TRD-038,2023-03-30,False,2023-03-30,2031-01-02,
RFQ-008803,Kessel Run Snowball,NABO|KYBR,worst_of,1.0,0.6469,3,2M,0.1635,100000,Kamino Cloning Trust,TRD-011,2022-06-01,False,2022-06-01,2027-08-12,
RFQ-008804,Sith Eternal Snowball,MNDO|CORL|NABO,worst_of,1.0,0.6299,3,1Y,0.2528,1000000,Nal Hutta Traders,TRD-016,2020-01-29,False,2020-01-29,2026-11-10,
RFQ-008805,Mandalorian Twin-Win,NABO,single,1.1896,0.8466,0,1M,0.1285,100000,Nal Hutta Traders,TRD-014,2021-06-17,True,2021-06-17,2027-11-21,48.65
RFQ-008806,Kessel Run Snowball,NABO|REBL,worst_of,1.0,0.5134,4,3M,0.1512,1000000,Corellian Capital,TRD-025,2017-08-17,True,2017-08-22,2022-10-12,24.41
RFQ-008807,Sith Eternal Snowball,BSKR|JEDI|MNDO,worst_of,1.0,0.5976,3,1Y,0.3107,1000000,Kamino Cloning Trust,TRD-005,2017-03-27,True,2017-03-30,2023-08-28,63.35
RFQ-008808,Death Star Phoenix Note,CORL|NABO,worst_of,1.0068,0.5595,0,trimestral,0.1696,250000,Chandrila Sovereign Fund,TRD-011,2021-01-04,True,2021-01-07,2028-12-27,42.58
RFQ-008809,Kessel Run Snowball,TECH|CLNE,worst_of,1.0,0.6289,6,1M,0.2672,250000,Corellian Capital,TRD-023,2019-10-01,False,2019-10-01,2021-11-01,
RFQ-008810,Holocron Reverse Convertible,HTTX,single,1.1749,0.8303,0,6M,0.4972,1000000,First Order Financial,TRD-021,2017-10-03,True,2017-10-04,2022-03-04,14.01
RFQ-008811,Sith Eternal Snowball,CORL|HTTX|WOOK,worst_of,1.0,0.6258,5,1M,0.3356,1000000,First Order Financial,TRD-039,2022-01-24,True,2022-01-25,2028-01-05,62.8
